Country,Indices,Last,High,Low,Chg.,Chg%,Date/Time
Spain,FTSE Latibex  ,"2,482.40","2,483.60","2,472.10",-1.90,-0.08%,11:28:00
Spain,General Madrid,"1,057.12","1,064.06","1,055.53",-0.66,-0.06%,11:28:00
Spain,IBEX Medium Cap,"13,322.40","13,394.70","13,292.90",-46.00,-0.34%,11:28:00
Spain,IBEX Small Cap,"8,231.00","8,279.20","8,220.50",-44.90,-0.54%,11:27:00
Spain,VIBEX,14.00,14.00,14.00,+0.70,+5.26%,12/04
Sri Lanka,CSE All-Share,"12,006.20","12,047.47","11,931.22",-26.90,-0.22%,01:00:00
Sri Lanka,S&P Sri Lanka 20,"3,572.68","3,580.64","3,536.39",+25.85,+0.73%,10/04
Sweden,OMXS30,"2,523.40","2,548.28","2,517.25",+16.40,+0.65%,11:29:59
Sweden,OMX Nordic 40,"2,747.11","2,772.22","2,745.69",+8.08,+0.29%,11:29:59
Sweden,OMX Stockholm,951.58,960.77,950.18,+4.26,+0.45%,11:30:34
Sweden,OMX Stockholm Benchmark,804.16,812.01,802.69,+4.43,+0.55%,11:30:00
Sweden,OMX Stockholm Mid Cap,"1,513.01","1,523.18","1,512.05",-3.77,-0.25%,11:30:34
Sweden,OMX Stockholm Small Cap,"1,179.81","1,196.60","1,179.39",-17.15,-1.43%,11:30:34
Switzerland,SMI,"11,398.10","11,465.20","11,374.10",+18.52,+0.16%,11:35:00
Switzerland,FTSE Switzerland,594.66,594.66,594.66,0.00,0.00%,12/04
Switzerland,Swiss All Share Cumulative Dividend,"14,949.36","15,043.64","14,934.04",+24.57,+0.16%,11:27:00
Switzerland,Swiss Mid Price,"2,583.74","2,599.03","2,565.60",+17.06,+0.66%,11:28:00
Taiwan,Taiwan Weighted,"20,736.57","20,825.04","20,713.87",-16.65,-0.08%,12/04
Taiwan,TPEx 50,288.09,290.04,284.81,+3.70,+1.30%,12/04
Taiwan,MSCI Taiwan,818.68,823.77,818.07,-3.51,-0.43%,12/04
Taiwan,TPEx,256.43,257.71,255.00,+1.77,+0.69%,12/04
Taiwan,TSEC Taiwan 50,"16,280.59","16,389.84","16,262.13",-71.80,-0.44%,12/04
Tanzania,Tanzania All Share,"1,783.40","1,783.40","1,783.40",-1.57,-0.09%,12/04
Thailand,SET,"1,396.38","1,406.77","1,394.71",-11.79,-0.84%,11/04
Thailand,FTSE SET All-Share,"1,566.16","1,577.20","1,564.77",0.00,0.00%,11/04
Thailand,FTSE SET Large Cap,"1,480.98","1,494.45","1,478.71",0.00,0.00%,11/04
Thailand,FTSE SET Mid Cap,"1,871.65","1,883.47","1,867.79",0.00,0.00%,11/04
Thailand,FTSE SET Mid Small Cap,"1,950.90","1,962.76","1,947.62",0.00,0.00%,11/04
Thailand,FTSE SET Shariah,"1,118.60","1,130.78","1,118.51",0.00,0.00%,11/04
Thailand,MAI,400.08,403.34,399.47,-1.61,-0.40%,11/04
Thailand,SET 100,"1,902.50","1,918.99","1,899.86",-19.03,-0.99%,11/04
Thailand,SET 50,859.39,867.21,858.28,-8.92,-1.03%,11/04
Tunisia,Tunindex,"9,024.82","9,024.82","8,990.24",+12.26,+0.14%,08:59:00
Tunisia,Tunindex20,"4,023.97","4,025.39","4,010.80",+2.91,+0.07%,08:58:00
Türkiye,BIST 100,"9,679.80","9,823.53","9,679.80",-134.39,-1.37%,11:09:59
Türkiye,BIST 100-30,"17,958.40","18,178.27","17,891.86",-233.44,-1.28%,11:09:50
Türkiye,BIST 30,"10,448.67","10,614.76","10,448.67",-148.93,-1.41%,11:09:59
Türkiye,BIST 50,"8,553.94","8,690.96","8,553.94",-126.36,-1.46%,11:09:50
Türkiye,BIST All - 100,"34,938.70","35,000.28","34,072.25",+198.74,+0.57%,11:09:50
Türkiye,BIST All Shares,"11,235.25","11,363.21","11,201.51",-102.29,-0.90%,11:09:50
Uganda,Uganda All Share,"1,053.27","1,060.79","1,053.06",-6.89,-0.65%,12/04
Ukraine,PFTS,507.03,507.03,507.03,0.00,0.00%,03/03
United Arab Emirates,DFM General,"4,244.15","4,247.60","4,225.12",-2.52,-0.06%,05/04
United Arab Emirates,FTSE ADX General,"9,253.74","9,270.81","9,179.94",+16.48,+0.18%,07:05:00
United Kingdom,FTSE 100,"7,966.74","8,011.18","7,949.00",-28.84,-0.36%,11:34:58
United Kingdom,FTSE 350,"4,381.42","4,408.48","4,376.97",-17.11,-0.39%,11:28:51
United Kingdom,FTSE AIM 100,"3,621.05","3,656.68","3,621.00",-33.22,-0.91%,11:28:00
United Kingdom,FTSE 250,"19,706.43","19,839.72","19,679.45",-14.81,-0.08%,11:28:51
United Kingdom,UK 100,"1,293.0","1,300.7","1,290.8",-5.7,-0.44%,11:34:59
United States,Dow Jones,"38,095.70","38,386.81","38,041.26",+112.46,+0.30%,11:43:17
United States,Nasdaq 100,"18,020.49","18,152.08","17,994.33",+17.01,+0.09%,11:43:46
United States,Nasdaq,"16,171.98","16,295.27","16,144.75",-3.11,-0.02%,11:43:48
United States,S&P 500,"5,133.34","5,169.75","5,124.34",+9.93,+0.19%,11:43:50
United States,S&P 500 VIX,17.25,17.73,16.26,-0.06,-0.35%,11:43:31
United States,DJ Composite,"12,210.7","12,308.5","12,186.5",+31.8,+0.26%,11:43:17
United States,DJ Transportation,"15,561.1","15,686.8","15,513.0",+63.0,+0.41%,11:43:17
United States,DJ Utility,852.53,863.32,847.94,-2.38,-0.28%,11:43:17
United States,NYSE AMEX Composite,"4,890.3","5,017.0","4,882.3",0.0,0.00%,12/04
United States,NYSE Composite,"17,639.0","17,915.2","17,593.6",0.0,0.00%,12/04
United States,S&P 100,"2,437.00","2,453.65","2,433.74",+4.17,+0.17%,11:28:00
United States,Small Cap 2000,"1,991.90","2,019.55","1,985.30",-11.27,-0.56%,11:43:51
Venezuela,Bursatil,"61,239.20","61,515.54","60,547.92",+0.00,+0.00%,12/04
Vietnam,HNX 30,494.92,541.11,494.92,-42.59,-7.92%,01:00:00
Vietnam,VN 30,"1,227.90","1,287.46","1,227.90",-56.84,-4.42%,04:02:03
Vietnam,VNI,"1,216.61","1,281.81","1,216.61",-59.99,-4.70%,04:02:04
Vietnam,FTSE Vietnam,374.58,374.58,374.58,-19.74,-5.01%,05:44:00
Vietnam,FTSE Vietnam All,"1,256.57","1,256.57","1,256.57",+15.62,+1.26%,12/04
Vietnam,HNX,229.71,242.24,229.71,-11.62,-4.82%,03:59:00
Vietnam,VN100,"1,226.38","1,292.78","1,226.38",-63.07,-4.89%,04:02:03
Zambia,LSE All Share,"13,017.53","13,017.53","13,017.53",+3.34,+0.03%,12/04
Zambia,LSE EN,"2,572.26","2,572.26","2,572.26",+3.34,+0.13%,12/04
Zambia,LSE Inv,350.98,350.98,350.98,-0.00,0.00%,12/04
Zimbabwe,ZSE All Share,100.39,100.59,98.68,+1.71,+1.73%,12/04
Zimbabwe,ZSE Medium Cap,101.69,102.02,101.69,-0.05,-0.05%,12/04
Zimbabwe,ZSE Small Cap,100.00,100.00,100.00,0.00,0.00%,12/04
Zimbabwe,ZSE Top 10,99.71,99.84,97.22,+2.49,+2.56%,12/04
Zimbabwe,ZSE Top 15,99.64,99.85,97.48,+2.16,+2.22%,12/04
Zimbabwe,ZSE Top 25,100.09,100.33,98.12,+1.97,+2.01%,12/04
Zimbabwe,ZSE Industrials,100.00,100.00,100.00,0.00,0.00%,12/04
Zimbabwe,ZSE Mining,100.00,100.00,100.00,0.00,0.00%,12/04
