Country,Indices,Last,High,Low,Chg.,Chg%,Date/Time
Sri Lanka,S&P Sri Lanka 20,3572.68,3580.64,3536.39,25.85,0.73,
Sweden,OMXS30,2523.4,2548.28,2517.25,16.4,0.65,2024-04-15 11:29:59
Sweden,OMX Nordic 40,2747.11,2772.22,2745.69,8.08,0.29,2024-04-15 11:29:59
Sweden,OMX Stockholm,951.58,960.77,950.18,4.26,0.45,2024-04-15 11:30:34
Sweden,OMX Stockholm Benchmark,804.16,812.01,802.69,4.43,0.55,2024-04-15 11:30:00
Sweden,OMX Stockholm Mid Cap,1513.01,1523.18,1512.05,-3.77,-0.25,2024-04-15 11:30:34
Sweden,OMX Stockholm Small Cap,1179.81,1196.6,1179.39,-17.15,-1.43,2024-04-15 11:30:34
Switzerland,SMI,11398.1,11465.2,11374.1,18.52,0.16,2024-04-15 11:35:00
Switzerland,FTSE Switzerland,594.66,594.66,594.66,0.0,0.0,
Switzerland,Swiss All Share Cumulative Dividend,14949.36,15043.64,14934.04,24.57,0.16,2024-04-15 11:27:00
Switzerland,Swiss Mid Price,2583.74,2599.03,2565.6,17.06,0.66,2024-04-15 11:28:00
Taiwan,Taiwan Weighted,20736.57,20825.04,20713.87,-16.65,-0.08,
Taiwan,TPEx 50,288.09,290.04,284.81,3.7,1.3,
Taiwan,MSCI Taiwan,818.68,823.77,818.07,-3.51,-0.43,
Taiwan,TPEx,256.43,257.71,255.0,1.77,0.69,
Taiwan,TSEC Taiwan 50,16280.59,16389.84,16262.13,-71.8,-0.44,
Tanzania,Tanzania All Share,1783.4,1783.4,1783.4,-1.57,-0.09,
Thailand,SET,1396.38,1406.77,1394.71,-11.79,-0.84,
Thailand,FTSE SET All-Share,1566.16,1577.2,1564.77,0.0,0.0,
Thailand,FTSE SET Large Cap,1480.98,1494.45,1478.71,0.0,0.0,
Thailand,FTSE SET Mid Cap,1871.65,1883.47,1867.79,0.0,0.0,
Thailand,FTSE SET Mid Small Cap,1950.9,1962.76,1947.62,0.0,0.0,
Thailand,FTSE SET Shariah,1118.6,1130.78,1118.51,0.0,0.0,
Thailand,MAI,400.08,403.34,399.47,-1.61,-0.4,
Thailand,SET 100,1902.5,1918.99,1899.86,-19.03,-0.99,
Thailand,SET 50,859.39,867.21,858.28,-8.92,-1.03,
Tunisia,Tunindex,9024.82,9024.82,8990.24,12.26,0.14,2024-04-15 08:59:00
Tunisia,Tunindex20,4023.97,4025.39,4010.8,2.91,0.07,2024-04-15 08:58:00
Türkiye,BIST 100,9679.8,9823.53,9679.8,-134.39,-1.37,2024-04-15 11:09:59
Türkiye,BIST 100-30,17958.4,18178.27,17891.86,-233.44,-1.28,2024-04-15 11:09:50
Türkiye,BIST 30,10448.67,10614.76,10448.67,-148.93,-1.41,2024-04-15 11:09:59
Türkiye,BIST 50,8553.94,8690.96,8553.94,-126.36,-1.46,2024-04-15 11:09:50
Türkiye,BIST All - 100,34938.7,35000.28,34072.25,198.74,0.57,2024-04-15 11:09:50
Türkiye,BIST All Shares,11235.25,11363.21,11201.51,-102.29,-0.9,2024-04-15 11:09:50
Uganda,Uganda All Share,1053.27,1060.79,1053.06,-6.89,-0.65,
Ukraine,PFTS,507.03,507.03,507.03,0.0,0.0,
United Arab Emirates,DFM General,4244.15,4247.6,4225.12,-2.52,-0.06,
United Arab Emirates,FTSE ADX General,9253.74,9270.81,9179.94,16.48,0.18,2024-04-15 07:05:00
United Kingdom,FTSE 100,7966.74,8011.18,7949.0,-28.84,-0.36,2024-04-15 11:34:58
United Kingdom,FTSE 350,4381.42,4408.48,4376.97,-17.11,-0.39,2024-04-15 11:28:51
United Kingdom,FTSE AIM 100,3621.05,3656.68,3621.0,-33.22,-0.91,2024-04-15 11:28:00
United Kingdom,FTSE 250,19706.43,19839.72,19679.45,-14.81,-0.08,2024-04-15 11:28:51
United Kingdom,UK 100,1293.0,1300.7,1290.8,-5.7,-0.44,2024-04-15 11:34:59
United States,Dow Jones,38095.7,38386.81,38041.26,112.46,0.3,2024-04-15 11:43:17
United States,Nasdaq 100,18020.49,18152.08,17994.33,17.01,0.09,2024-04-15 11:43:46
United States,Nasdaq,16171.98,16295.27,16144.75,-3.11,-0.02,2024-04-15 11:43:48
United States,S&P 500,5133.34,5169.75,5124.34,9.93,0.19,2024-04-15 11:43:50
United States,S&P 500 VIX,17.25,17.73,16.26,-0.06,-0.35,2024-04-15 11:43:31
United States,DJ Composite,12210.7,12308.5,12186.5,31.8,0.26,2024-04-15 11:43:17
United States,DJ Transportation,15561.1,15686.8,15513.0,63.0,0.41,2024-04-15 11:43:17
United States,DJ Utility,852.53,863.32,847.94,-2.38,-0.28,2024-04-15 11:43:17
United States,NYSE AMEX Composite,4890.3,5017.0,4882.3,0.0,0.0,
United States,NYSE Composite,17639.0,17915.2,17593.6,0.0,0.0,
United States,S&P 100,2437.0,2453.65,2433.74,4.17,0.17,2024-04-15 11:28:00
United States,Small Cap 2000,1991.9,2019.55,1985.3,-11.27,-0.56,2024-04-15 11:43:51
Venezuela,Bursatil,61239.2,61515.54,60547.92,0.0,0.0,
Vietnam,HNX 30,494.92,541.11,494.92,-42.59,-7.92,2024-04-15 01:00:00
Vietnam,VN 30,1227.9,1287.46,1227.9,-56.84,-4.42,2024-04-15 04:02:03
Vietnam,VNI,1216.61,1281.81,1216.61,-59.99,-4.7,2024-04-15 04:02:04
Vietnam,FTSE Vietnam,374.58,374.58,374.58,-19.74,-5.01,2024-04-15 05:44:00
Vietnam,FTSE Vietnam All,1256.57,1256.57,1256.57,15.62,1.26,
Vietnam,HNX,229.71,242.24,229.71,-11.62,-4.82,2024-04-15 03:59:00
Vietnam,VN100,1226.38,1292.78,1226.38,-63.07,-4.89,2024-04-15 04:02:03
Zambia,LSE All Share,13017.53,13017.53,13017.53,3.34,0.03,
Zambia,LSE EN,2572.26,2572.26,2572.26,3.34,0.13,
Zambia,LSE Inv,350.98,350.98,350.98,-0.0,0.0,
Zimbabwe,ZSE All Share,100.39,100.59,98.68,1.71,1.73,
Zimbabwe,ZSE Medium Cap,101.69,102.02,101.69,-0.05,-0.05,
Zimbabwe,ZSE Small Cap,100.0,100.0,100.0,0.0,0.0,
Zimbabwe,ZSE Top 10,99.71,99.84,97.22,2.49,2.56,
Zimbabwe,ZSE Top 15,99.64,99.85,97.48,2.16,2.22,
Zimbabwe,ZSE Top 25,100.09,100.33,98.12,1.97,2.01,
Zimbabwe,ZSE Industrials,100.0,100.0,100.0,0.0,0.0,
Zimbabwe,ZSE Mining,100.0,100.0,100.0,0.0,0.0,
